date,price
2021-01-08,116.89
2021-01-11,113.37
2021-01-12,112.98
2021-01-13,111.31
2021-01-14,113.56
2021-01-15,112.72
2021-01-18,114.88
2021-01-19,114.38
2021-01-20,114.42
2021-01-21,113.52
2021-01-22,112.46
2021-01-25,113.85
2021-01-26,113.06
2021-01-27,110.89
2021-01-28,112.02
2021-01-29,108.7
2021-02-02,113.97
2021-02-03,114.58
2021-02-04,112.65
2021-02-05,111.84
2021-02-08,113.22
2021-02-09,115.16
2021-02-10,114.17
2021-02-11,114.2
2021-02-12,113.11
2021-02-15,113.45
2021-02-16,115.62
2021-02-17,117.43
2021-02-18,116.74
2021-02-19,120.69
2021-02-22,125.72
2021-02-23,125.5
2021-02-24,125.47
2021-02-25,121.68
2021-02-26,122.55
2021-03-01,122.9
2021-03-02,127.99
2021-03-03,129.43
2021-03-04,124.67
2021-03-05,125.71
2021-03-08,129.62
2021-03-09,130.59
2021-03-10,130.06
2021-03-11,131.93
2021-03-12,132.13
2021-03-16,129.5
2021-03-17,128.88
2021-03-18,127.36
2021-03-19,125.21
2021-03-22,125.15
2021-03-23,123.11
2021-03-24,122.42
2021-03-25,123.34
2021-03-26,125.36
2021-03-29,126.76
2021-03-30,129.67
2021-03-31,129.81
2021-04-05,130.27
2021-04-06,128.37
2021-04-07,128.67
2021-04-08,126.98
2021-04-09,125.88
2021-04-12,124.72
2021-04-13,123.92
2021-04-14,126.84
2021-04-15,129.78
2021-04-16,129.32
2021-04-19,126.99
2021-04-20,127.64
2021-04-21,129.67
2021-04-22,128.6
2021-04-23,129.03
2021-04-26,129.53
2021-04-27,129.13
2021-04-28,126.73
2021-04-29,127.8
2021-04-30,125.57
2021-05-03,126.75
2021-05-04,126.09
2021-05-05,129.07
2021-05-06,132.53
2021-05-07,134.43
2021-05-10,139.29
2021-05-11,140.26
2021-05-12,133.21
2021-05-13,133.33
2021-05-14,133.01
2021-05-17,133.77
2021-05-18,133.94
2021-05-19,130.71
2021-05-20,129.93
2021-05-21,130.16
2021-05-24,128.97
2021-05-25,124.89
2021-05-26,125.88
2021-05-27,127.49
2021-05-28,129.97
2021-05-31,132.14
2021-06-01,134.58
2021-06-02,132.64
2021-06-03,131.65
2021-06-04,132.49
2021-06-07,130.02
2021-06-08,128.66
2021-06-09,128.25
2021-06-10,127.4
2021-06-11,129.14
2021-06-14,127.46
2021-06-15,126.4
2021-06-16,124.45
2021-06-17,121.33
2021-06-18,122.74
2021-06-21,122.66
2021-06-22,124.43
2021-06-23,125.58
2021-06-24,128.99
2021-06-25,129.18
2021-06-28,128.59
2021-06-29,128.63
2021-06-30,129.19
2021-07-01,129.63
2021-07-02,129.17
2021-07-05,129.41
2021-07-06,128.11
2021-07-07,128.88
2021-07-08,126.92
2021-07-09,127.89
2021-07-12,127.31
2021-07-13,124.39
2021-07-14,122.46
2021-07-15,127.48
2021-07-16,125.14
2021-07-19,122.64
2021-07-20,124.0
2021-07-21,127.69
2021-07-22,128.3
2021-07-23,128.53
2021-07-26,130.34
2021-07-27,130.26
2021-07-28,131.09
2021-07-29,132.7
2021-07-30,126.53
2021-08-02,126.38
2021-08-03,128.84
2021-08-04,129.05
2021-08-05,128.95
2021-08-06,128.38
2021-08-09,127.26
2021-08-10,127.88
2021-08-11,129.55
2021-08-12,126.66
2021-08-13,127.31
2021-08-16,126.52
2021-08-17,125.06
2021-08-18,125.53
2021-08-19,121.28
2021-08-20,123.09
2021-08-23,125.21
2021-08-24,125.37
2021-08-25,127.65
2021-08-26,126.05
2021-08-27,127.84
2021-08-30,128.67
