date,price
2020-04-03,52.47
2020-04-06,54.96
2020-04-07,56.34
2020-04-08,57.48
2020-04-13,59.05
2020-04-14,60.75
2020-04-15,59.35
2020-04-16,59.09
2020-04-17,61.4
2020-04-20,61.19
2020-04-21,59.66
2020-04-22,60.44
2020-04-23,60.05
2020-04-24,59.34
2020-04-27,60.05
2020-04-28,61.75
2020-04-29,64.01
2020-04-30,64.11
2020-05-04,65.26
2020-05-05,66.32
2020-05-06,66.8
2020-05-07,65.43
2020-05-08,65.48
2020-05-11,64.71
2020-05-12,63.98
2020-05-13,62.77
2020-05-14,62.87
2020-05-15,61.83
2020-05-18,64.96
2020-05-19,62.31
2020-05-20,63.0
2020-05-21,62.13
2020-05-22,62.69
2020-05-25,63.24
2020-05-26,65.24
2020-05-27,66.69
2020-05-28,65.67
2020-05-29,65.53
2020-06-01,68.72
2020-06-02,70.98
2020-06-03,73.63
2020-06-04,73.55
2020-06-05,75.47
2020-06-08,77.16
2020-06-09,75.54
2020-06-10,72.71
2020-06-11,68.58
2020-06-12,70.47
2020-06-15,70.27
2020-06-16,71.87
2020-06-17,70.54
2020-06-18,69.37
2020-06-19,70.63
2020-06-22,69.52
2020-06-23,71.76
2020-06-24,70.41
2020-06-25,69.69
2020-06-26,69.31
2020-06-29,70.35
2020-06-30,70.16
2020-07-01,70.21
2020-07-02,69.83
2020-07-03,70.23
2020-07-06,70.24
2020-07-07,69.98
2020-07-08,68.8
2020-07-09,66.18
2020-07-10,65.36
2020-07-13,65.39
2020-07-14,63.99
2020-07-15,64.59
2020-07-16,64.1
2020-07-17,63.65
2020-07-20,62.66
2020-07-21,63.58
2020-07-22,65.18
2020-07-23,65.42
2020-07-24,63.38
2020-07-27,63.51
2020-07-28,62.49
2020-07-29,63.12
2020-07-30,62.59
2020-07-31,64.63
2020-08-03,67.35
2020-08-04,66.72
2020-08-05,67.05
2020-08-06,69.4
2020-08-07,69.03
2020-08-10,71.85
2020-08-11,73.68
2020-08-12,72.43
2020-08-13,72.73
2020-08-14,74.32
2020-08-17,75.12
2020-08-18,73.97
2020-08-19,73.19
2020-08-20,72.3
2020-08-21,71.22
2020-08-24,71.32
2020-08-25,73.19
2020-08-26,71.31
2020-08-27,71.7
2020-08-28,73.19
2020-08-31,71.62
2020-09-01,73.32
2020-09-02,72.3
2020-09-03,70.66
2020-09-04,71.22
2020-09-07,71.66
2020-09-08,71.3
2020-09-09,70.26
2020-09-10,70.03
2020-09-11,68.86
2020-09-14,70.37
2020-09-15,70.03
2020-09-17,69.41
2020-09-18,68.9
2020-09-21,67.96
2020-09-22,67.27
2020-09-23,67.73
2020-09-24,69.78
2020-09-25,71.08
2020-09-28,72.64
2020-09-29,72.48
2020-09-30,72.61
2020-10-01,70.86
2020-10-02,71.25
2020-10-05,71.72
2020-10-06,71.99
2020-10-07,72.67
2020-10-08,73.72
2020-10-09,73.41
2020-10-12,74.49
2020-10-13,73.61
2020-10-14,73.06
2020-10-15,73.04
2020-10-16,72.58
2020-10-19,72.79
2020-10-20,74.33
2020-10-21,75.54
2020-10-22,75.97
2020-10-23,76.21
2020-10-26,74.24
2020-10-27,73.57
2020-10-28,71.13
2020-10-29,69.34
2020-10-30,69.74
2020-11-03,71.07
2020-11-04,72.28
2020-11-05,74.8
2020-11-06,74.89
2020-11-09,80.22
2020-11-10,79.82
2020-11-11,81.24
2020-11-12,80.36
2020-11-13,80.99
2020-11-17,83.71
2020-11-18,83.34
2020-11-19,83.07
2020-11-20,83.32
2020-11-23,83.93
2020-11-24,85.13
2020-11-25,83.85
2020-11-26,83.41
2020-11-27,81.55
2020-11-30,82.09
2020-12-01,85.4
2020-12-02,86.45
2020-12-03,86.53
2020-12-04,85.44
2020-12-07,85.29
2020-12-08,85.41
2020-12-09,85.86
2020-12-10,86.84
2020-12-11,87.67
2020-12-14,86.8
2020-12-15,86.94
2020-12-16,89.14
2020-12-17,90.54
2020-12-18,90.76
2020-12-21,87.31
2020-12-22,86.36
2020-12-23,88.74
2020-12-24,88.52
2020-12-28,89.22
2020-12-29,91.12
2020-12-30,91.7
2020-12-31,91.63
2021-01-04,91.12
2021-01-05,90.9
2021-01-06,93.83
2021-01-07,94.73
2021-01-08,94.23
2021-01-11,92.55
2021-01-12,91.95
2021-01-13,90.09
2021-01-14,90.46
2021-01-15,88.99
2021-01-18,89.28
2021-01-19,88.32
2021-01-20,87.37
2021-01-21,86.39
2021-01-22,85.61
2021-01-25,86.76
2021-01-26,87.88
2021-01-27,86.13
2021-01-28,85.8
2021-01-29,84.48
2021-02-02,85.77
2021-02-03,85.51
2021-02-04,86.16
2021-02-05,86.88
2021-02-08,86.83
2021-02-09,87.05
2021-02-10,86.68
2021-02-11,85.22
2021-02-12,85.58
2021-02-15,85.74
2021-02-16,87.03
2021-02-17,88.97
2021-02-18,87.54
2021-02-19,87.92
2021-02-22,86.96
2021-02-23,89.09
2021-02-24,89.4
2021-02-25,88.36
2021-02-26,89.75
2021-03-01,90.4
2021-03-02,91.56
2021-03-03,92.96
2021-03-04,91.59
2021-03-05,92.71
2021-03-08,92.18
2021-03-09,91.76
2021-03-10,92.39
2021-03-11,91.95
2021-03-12,92.55
2021-03-16,94.87
2021-03-17,95.84
2021-03-18,95.53
2021-03-19,92.63
2021-03-22,93.28
2021-03-23,91.19
2021-03-24,89.74
2021-03-25,88.54
2021-03-26,89.05
2021-03-29,90.75
2021-03-30,91.06
2021-03-31,90.47
2021-04-05,91.78
2021-04-06,92.37
2021-04-07,92.82
2021-04-08,93.79
2021-04-09,93.02
2021-04-12,91.01
2021-04-13,92.7
2021-04-14,92.59
2021-04-15,92.34
2021-04-16,92.26
2021-04-19,90.54
2021-04-20,90.6
2021-04-21,92.93
2021-04-22,93.88
2021-04-23,94.71
2021-04-26,93.14
2021-04-27,93.41
2021-04-28,92.88
2021-04-29,92.62
2021-04-30,91.78
2021-05-03,92.33
2021-05-04,93.07
2021-05-05,93.36
2021-05-06,93.57
2021-05-07,93.47
2021-05-10,95.65
2021-05-11,95.3
2021-05-12,93.8
2021-05-13,93.92
2021-05-14,95.93
2021-05-17,95.22
2021-05-18,95.06
2021-05-19,94.8
2021-05-20,95.88
2021-05-21,94.95
2021-05-24,95.26
2021-05-25,92.78
2021-05-26,93.2
2021-05-27,92.72
2021-05-28,93.28
2021-05-31,94.7
2021-06-01,95.96
2021-06-02,96.24
2021-06-03,94.94
2021-06-04,94.39
2021-06-07,95.17
2021-06-08,95.16
2021-06-09,96.32
2021-06-10,97.33
2021-06-11,98.93
2021-06-14,99.17
2021-06-15,99.98
2021-06-16,99.72
2021-06-17,99.43
2021-06-18,99.13
2021-06-21,99.49
2021-06-22,97.13
2021-06-23,97.8
2021-06-24,97.88
2021-06-25,98.19
2021-06-28,97.12
2021-06-29,96.28
2021-06-30,96.78
2021-07-01,97.4
2021-07-02,97.83
2021-07-05,98.1
2021-07-06,97.52
2021-07-07,99.26
2021-07-08,98.84
2021-07-09,99.34
2021-07-12,98.91
2021-07-13,96.9
2021-07-14,96.76
2021-07-15,97.29
2021-07-16,97.33
2021-07-19,94.72
2021-07-20,95.89
2021-07-21,96.64
2021-07-22,97.21
2021-07-23,97.7
2021-07-26,97.95
2021-07-27,97.26
2021-07-28,98.05
2021-07-29,98.59
2021-07-30,98.65
2021-08-02,98.11
2021-08-03,98.28
2021-08-04,96.85
2021-08-05,96.42
2021-08-06,95.88
2021-08-09,94.79
2021-08-10,95.55
2021-08-11,95.54
2021-08-12,95.15
2021-08-13,95.71
2021-08-16,95.29
